name,type,label,values,missingformat,missingValue1,missingValue2,missingValue3,width,decimals,measurelevel,role,attributes,dw_konstruct,dw_measocc,dw_instrument,dw_itemtext,dw_filtervariable
"Q25_JUNKSNACK","Numeric","[Derived] Servings of salty snacks, cookies and candy",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"Q25_FRUITVEG","Numeric","[Derived] Servings of fruit and dark green vegetables",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"Q26_TOPCODE","Numeric","[Recode] [Top code to 7] How many days per week (DPW) do you do moderate activities for at least 10 min at a time?",,"No missing values",,,,3,1,"Metric","Input",,,,,,
"Q27_TOPCODE","Numeric","[Recode] [Top code to 7] How many days per week (DPW) do you do vigorous activities for at least 10 min at a time?",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"BCI","Numeric","Balance Calories Initiative (recode of Q31)","{1=Yes}{2=No}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"MIXIFY_INTERNET","Numeric","[Derived] have you heard of Mixify or the Balance Calories Initiative (BCI): internet","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"MIXIFY_STORE","Numeric","[Derived] have you heard of Mixify or the Balance Calories Initiative (BCI): store","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"MIXIFY_BILLBOARD","Numeric","[Derived] have you heard of Mixify or the Balance Calories Initiative (BCI): billboard","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"MIXIFY_BUS","Numeric","[Derived] have you heard of Mixify or the Balance Calories Initiative (BCI): bus","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"STATE","Numeric","[Derived] State","{1=AL}{2=MI}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"LOCATION","Numeric","[Derived] Location","{1=Birmingham/S.Delta}{2=Montgomery/N.Delta}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"LOCATION_FOUR","Numeric","[Derived] Location (four locations)","{1=Birmingham}{2=S.Delta}{3=Montgomery}{4=N.Delta}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"LOCATION_TEN","Numeric","County code","{1=CO}{2=HU}{3=JE}{4=LE}{5=MO}{6=PA}{7=QU}{8=SH}{9=TU}{10=YA}","No missing values",,,,2,0,"Nominal","Input",,,,,,
"Q26_RC","Numeric","[Recode] How many days per week do you do moderate activities for at least 10 minutes at a time?",,"No missing values",,,,3,1,"Metric","Input",,,,,,
"Q27_RC","Numeric","[Recode] How many days per week do you do vigorous activities for at least 10 minutes at a time?",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"WEIGHT_POUNDS","Numeric","[Recode] Respondent weight in pounds",,"No missing values",,,,3,0,"Metric","Input",,,,,,
"HEIGHT_INCH","Numeric","[Recode] Respondent height in inches",,"No missing values",,,,2,0,"Metric","Input",,,,,,
"BMI","Numeric","[Derived] Body Mass Index",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"BMI_4CAT","Numeric","[Derived] Adult Body Mass Index (BMI) (Centers for Disease Control (CDC) categories)","{1=Underweight}{2=Normal/healthy}{3=Overweight}{4=Obese}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"CHILD_U10","Numeric","[Derived] Report having a child under age 10","{1=Yes}{2=No}{3=No response}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"HOW_OFTEN_CHILD","Numeric","[Recode] How often does your child usually drink sugary drinks?","{1=Every day}{2=A few times a week}{3=Once a week}{4=Twice a month}{5=Once a month}{6=Less than once a month}{7=Never}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SUGAR_DRINKS_CHILD","Numeric","[Recode] Yesterday, how many sugar drinks did your child drink?","{0=None}{1=1 can or less}{2=2 cans}{3=3 cans}{4=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SUGAR_DRINKS_CHILD_ANY","Numeric","[Recode] Yesterday, how many sugar drinks did your child drink? (Any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SUGAR_DRINKS_CHILD_2CANS","Numeric","[Recode] Yesterday, how many sugar drinks did your child drink? (2 cans +)","{1=< 2 cans}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SUGAR_DRINKS_CHILD_3CANS","Numeric","[Recode] Yesterday, how many sugar drinks did your child drink? (3 cans +)","{1=< 3 cans}{2=3 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"JUICE_DRINKS_CHILD","Numeric","[Recode] yesterday, how much 100% juice did your child drink?","{0=None}{1=1 can or less}{2=2 cans}{3=3 cans}{4=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"JUICE_DRINKS_CHILD_ANY","Numeric","[Recode] Yesterday, how much 100% juice did your child drink? (Any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"JUICE_DRINKS_CHILD_2CANS","Numeric","[Recode] Yesterday, how much 100% juice did your child drink? (2 cans +)","{1=< 2 cans}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"TAP_WATER_CHILD","Numeric","[Recode] Yesterday, how much tap water did your child drink?","{1=None}{2=A few sips}{3=1 cup}{4=2 cups}{5=3 cups}{6=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"TAP_WATER_CHILD_TOPCODE","Numeric","[Recode] Yesterday, how much tap water did your child drink? (0 to 4)",,"No missing values",,,,3,1,"Metric","Input",,,,,,
"TAP_WATER_CHILD_ANY","Numeric","[Recode] Yesterday, how much tap water did your child drink? (Any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"TAP_WATER_CHILD_2CUPS","Numeric","[Recode] Yesterday, how much tap water did your child drink? (2 cups +)","{1=< 2 cups}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"BOTTLED_WATER_CHILD","Numeric","[Recode] Yesterday, how much bottled water did your child drink?","{1=None}{2=Less than 1 bottle}{3=1 bottle}{4=2 bottles}{5=3 bottles}{6=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"BOTTLED_WATER_CHILD_TOPCODE","Numeric","[Recode] Yesterday, how much bottled water did your child drink? (0 to 4)",,"No missing values",,,,3,1,"Metric","Input",,,,,,
"BOTTLED_WATER_CHILD_ANY","Numeric","[Recode] Yesterday, how much bottled water did your child drink? (Any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"BOTTLED_WATER_CHILD_2","Numeric","[Recode] Yesterday, how much bottled water did your child drink? (2 cups +)","{1=< 2 bottle}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"WATER_CONSUMPTION_CHILD","Numeric","[Derived] Estimate of child tap and bottled water consumed yesterday",,"No missing values",,,,3,1,"Metric","Input",,,,,,
"WEIGHT_POUNDS_CHILD","Numeric","[Recode] Respondent child weight in pounds",,"No missing values",,,,3,0,"Metric","Input",,,,,,
"HEIGHT_INCH_CHILD","Numeric","[Recode] Respondent child height in inches",,"No missing values",,,,2,0,"Metric","Input",,,,,,
"BMI_CHILD","Numeric","[Derived] Respondent child Body Mass Index",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"SUGAR_BEV_4_EVERYDAY","Numeric","[Derived] Estimate consumed 4 or more sugary beverages every day","{0=No}{1=Yes}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SUGAR_BEV_4_EVERYDAY_CHILD","Numeric","[Derived] Estimate consumed 4 or more sugary beverages every day (child)","{0=No}{1=Yes}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"HEAVY_SSB_CHILD","Numeric","[Derived] Indicator if consume 3 or more Sugar Sweetened Beverages (SSB)","{0=No}{1=Yes}","No missing values",,,,1,0,"Nominal","Input",,,,,,
