name,type,label,values,missingformat,missingValue1,missingValue2,missingValue3,width,decimals,measurelevel,role,attributes,dw_konstruct,dw_measocc,dw_instrument,dw_itemtext,dw_filtervariable
"Q22_JUNKSNACK","Numeric","[Derived] servings of salty snacks, cookies and candy",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"Q22_FRUITVEG","Numeric","[Derived] servings of fruit and dark green vegetables",,"No missing values",,,,15,12,"Metric","Input",,,,,,
"Q23_TOPCODE","Numeric","[Recode] [top code to 7] Past 7 days (P7D), on how many days were you physically active for a total of at least 60 min per day?",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"Q24_TOPCODE","Numeric","[Recode] [top code to 7] Past 7 days (P7D), on how many days did you do exercise to strengthen or tone your muscles?",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"BCI","Numeric","Balance Calories Initiative (recode of Q27)","{1=Yes}{2=No}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"MIXIFY_INTERNET","Numeric","[Derived] Have you heard of Mixify or Balance Calories Initiative (BCI): internet","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"MIXIFY_STORE","Numeric","[Derived] Have you heard of Mixify or Balance Calories Initiative (BCI): store","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"MIXIFY_BILLBOARD","Numeric","[Derived] Have you heard of Mixify or Balance Calories Initiative (BCI): billboard","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"MIXIFY_BUS","Numeric","[Derived] Have you heard of Mixify or Balance Calories Initiative (BCI): bus","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"STATE","Numeric","[Derived] State","{1=AL}{2=MI}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"LOCATION_FOUR","Numeric","[Derived] Location (four locations)","{1=Birmingham}{2=S.Delta}{3=Montgomery}{4=N.Delta}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"LOCATION","Numeric","[Derived] Location","{1=Birmingham/S.Delta}{2=Montgomery/N.Delta}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"STORE_ID","String","Store ID (cleaned)",,"No missing values",,,,15,0,"Nominal","Input",,,,,,
"LOCATION_TEN","Numeric","County code","{1=CO}{2=HU}{3=JE}{4=LE}{5=MO}{6=PA}{7=QU}{8=SH}{9=TU}{10=YA}","No missing values",,,,2,0,"Nominal","Input",,,,,,
"WEIGHT_POUNDS","Numeric","[Recode] Respondent weight in pounds",,"No missing values",,,,3,0,"Metric","Input",,,,,,
"HEIGHT_INCH","Numeric","[Recode] Respondent full height in inches",,"No missing values",,,,2,0,"Metric","Input",,,,,,
"BMI_ADOLESCENT","Numeric","[Derived] Body Mass Index",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"BMI_4CAT","Numeric","[Derived] Adolescent Body Mass Index (BMI) (Centers for Disease Control and Prevention (CDC) categories)","{1=Underweight}{2=Normal/healthy}{3=Overweight}{4=Obese}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SUGAR_BEV_4_EVERYDAY","Numeric","[Derived] Estimate consumed 4 or more sugary beverages every day","{0=No}{1=Yes}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"AGEMOS","Numeric","Adolescents age in months (note age was asked in years, not months)",,"No missing values",,,,3,0,"Metric","Input",,,,,,
"SEX","Numeric","Adolescent sex (1/male 2/female)","{1=Male}{2=Female}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"HEIGHT","Numeric","Height in centimeters (cm).",,"No missing values",,,,15,11,"Metric","Input",,,,,,
"WEIGHT","Numeric","Weight kilograms (kg)",,"No missing values",,,,15,11,"Metric","Input",,,,,,
"HEADCIR","Numeric","Head circumference (cm)",,"No missing values",,,,1,0,"Metric","Input",,,,,,
