"name","label","data_type","value_labels","n_missing","complete_rate","n_unique","empty","min","median","max","mean","sd","whitespace","hist","format.spss","display_width"
"SWEET_DRINK_TOPCODE","[Recode] Yesterday, how much sweetened fruit/tea/coffee did you drink? (0 to 4)","numeric",,277,0.975510564936787,,,"    0.0","    1","      4",0.932572050027189,1.07000643374734,,"▇▅▃▁▁","F1.0","21"
"SWEET_DRINK_ANY","[Recode] Yesterday, how much sweetened fruit/tea/coffee did you drink (any)","numeric","1. None,
2. Some",277,0.975510564936787,,,"    1.0","    2","      2",1.5494834148994,0.497567913967312,,"▆▁▁▁▇","F1.0","17"
"SWEET_DRINK_2CANS","[Recode] Yesterday, how much sweetened fruit/tea/coffee did you drink (2 cans +)","numeric","1. < 2 cans,
2. 2 or more",277,0.975510564936787,,,"    1.0","    1","      2",1.25811129236904,0.437615366755773,,"▇▁▁▁▃","F1.0","19"
"SSB_CONSUMPTION","[Derived] Estimate of Sugar Sweetened Beverages (SSB) consumed yesterday (soda, sports, and sweet drinks)","numeric",,26,0.997701352665547,,,"    0.0","    3","     12",2.96996012405849,2.37679047757787,,"▇▅▃▁▁","F2.0","17"
"SSB_CONSUMPTION_ANY","[Derived] Sugar Sweetened Beverages (SSB) consumed (none vs some)","numeric","1. None,
2. Some",26,0.997701352665547,,,"    1.0","    2","      2",1.84953478068232,0.357542675940407,,"▂▁▁▁▇","F1.0","21"
"SSB_CONSUMPTION_2CUP","[Derived] Sugar Sweetened Beverages (SSB) consumed (2 or more cups)","numeric","1. None to 1cup,
2. 2+",26,0.997701352665547,,,"    1.0","    2","      2",1.69206911829863,0.461658249986832,,"▃▁▁▁▇","F1.0","22"
"SSB_CONSUMPTION_3CUP","[Derived] Sugar Sweetened Beverages (SSB) consumed (3 or more cups)","numeric","1. None to 2cup,
2. 3+",26,0.997701352665547,,,"    1.0","    2","      2",1.5111209570226,0.499898458308007,,"▇▁▁▁▇","F1.0","22"
"SSB_CONSUMPTION_4CUP","[Derived] Sugar Sweetened Beverages (SSB) consumed (4 or more cups)","numeric","1. None to 3cup,
2. 4+",26,0.997701352665547,,,"    1.0","    1","      2",1.35356668143553,0.478097833295734,,"▇▁▁▁▅","F1.0","22"
"HEAVY_SSB","[Derived] Indicator if consume 4 or more Sugar Sweetened Beverages (SSB)","numeric","0. No,
1. Yes",26,0.997701352665547,,,"    0.0","    0","      1",0.353566681435534,0.478097833295734,,"▇▁▁▁▅","F1.0","11"
"TAP_WATER","[Recode] Yesterday, how much tap water did you drink?","numeric","1. None,
2. A few sips,
3. 1 cup,
4. 2 cups,
5. 3 cups,
6. 4 +",299,0.973565555653788,,,"    1.0","    3","      6",3.05366872502724,1.88294453889276,,"▇▂▂▂▃","F1.0","11"
"TAP_WATER_TOPCODE","[Recode] Yesterday, how much tap water did you drink? (0 to 4)","numeric",,299,0.973565555653788,,,"    0.0","    1","      4",1.45246095168907,1.49515195442938,,"▇▂▂▂▃","F3.1","19"
"TAP_WATER_ANY","[Recode] Yesterday, how much tap water did you drink? (Any)","numeric","1. None,
2. Some",299,0.973565555653788,,,"    1.0","    2","      2",1.66009807482746,0.473697142914976,,"▅▁▁▁▇","F1.0","15"
"TAP_WATER_2CUPS","[Recode] Yesterday, how much tap water did you drink? (2 cups +)","numeric","1. < 2 cups,
2. 2 or more",299,0.973565555653788,,,"    1.0","    1","      2",1.411914275336,0.492202097731188,,"▇▁▁▁▆","F1.0","17"
"BOTTLED_WATER","[Recode] Yesterday, how much bottled water did you drink?","numeric","1. None,
2. Less than 1 bottle,
3. 1 bottle,
4. 2 bottles,
5. 3 bottles,
6. 4 +",299,0.973565555653788,,,"    1.0","    4","      6",3.61714493280058,1.70517658743096,,"▇▅▆▅▅","F1.0","15"
"BOTTLED_WATER_TOPCODE","[Recode] Yesterday, how much bottled water did you drink? (0 to 4)","numeric",,299,0.973565555653788,,,"    0.0","    2","      4",1.84775699237196,1.39149089050132,,"▇▅▆▅▅","F3.1","23"
"BOTTLED_WATER_ANY","[Recode] Yesterday, how much bottled water did you drink? (Any)","numeric","1. None,
2. Some",299,0.973565555653788,,,"    1.0","    2","      2",1.80830003632401,0.393656144360447,,"▂▁▁▁▇","F1.0","19"
"BOTTLED_WATER_2","[Recode] Yesterday, how much bottled water did you drink? (2 cups +)","numeric","1. < 2 bottle,
2. 2 or more",299,0.973565555653788,,,"    1.0","    2","      2",1.56574645840901,0.495681061978423,,"▆▁▁▁▇","F1.0","17"
"WATER_CONSUMPTION","[Derived] Estimate of tap and bottled water consumed yesterday","numeric",,11311,0,,,"     NA","   NA","     NA",,,," ","F1.0","19"
"HOW_OFTEN","[Recode] How often do you usually drink sugary drinks?","numeric","1. Every day,
2. A few times a week,
3. Once a week,
4. Twice a month,
5. Once a month,
6. Less than once a month,
7. Never",327,0.971090089293608,,,"    1.0","    2","      7",2.50455207574654,1.77972466036813,,"▇▂▁▁▂","F1.0","11"
"LARGE_PORTION","[Recode] how important is a large portion?","numeric","1. Not at all Important,
3. Somewhat Important,
5. Very Important",396,0.964989832906021,,,"    1.0","    3","      5",3.02455336692625,1.33150253513416,,"▃▃▇▂▅","F1.0","15"
"LOW_PRICE","[Recode] how important a low price?","numeric","1. Not at all Important,
3. Somewhat Important,
5. Very Important",399,0.96472460436743,,,"    1.0","    3","      5",3.48643695014663,1.37444609513373,,"▂▂▆▃▇","F1.0","11"
"LOW_CALORIE","[Recode] how important is it that the beverage is low in calories?","numeric","1. Not at all Important,
3. Somewhat Important,
5. Very Important",379,0.966492794624702,,,"    1.0","    3","      5",2.99066959385291,1.40704892917834,,"▅▃▇▃▆","F1.0","13"
"HEALTH_TAP_WATER","[Recode] do you believe drinking tap water is healthy?","numeric","1. Bad for health,
4. Neither,
7. Good for health",344,0.969587127574927,,,"    1.0","    5","      7",4.76538707030182,2.07666619579873,,"▃▂▅▂▇","F1.0","18"
"HEALTH_BOTTLED_WATER","[Recode] do you believe drinking bottled water is healthy?","numeric","1. Bad for health,
4. Neither,
7. Good for health",406,0.964105737777385,,,"    1.0","    7","      7",5.91774415405777,1.53723701012321,,"▁▁▂▁▇","F1.0","22"
"Q25A_RECODE","[Recode] 25a. Yesterday, about how many servings of: salty snacks","numeric",,1939,0.828573954557511,,,"    0.0","    1","     15",1.22087067861716,1.30695086069203,,"▇▁▁▁▁","F2.0","13"
"Q25B_RECODE","[Recode] 25b. Yesterday, about how many servings of: cookies","numeric",,2084,0.815754575192291,,,"    0.0","    1","     20",1.00558144575702,1.35565161540743,,"▇▁▁▁▁","F4.1","13"
"Q25C_RECODE","[Recode] 25c. Yesterday, about how many servings of: candy","numeric",,2264,0.799840862876846,,,"    0.0","    1","     20",1.01061125234884,1.32885714055243,,"▇▁▁▁▁","F4.1","13"
"Q25D_RECODE","[Recode] 25d. Yesterday, about how many servings of: fruit","numeric",,2105,0.813897975422155,,,"    0.0","    1","     23",1.58950684336302,1.65875441187691,,"▇▁▁▁▁","F4.1","13"
"Q25E_RECODE","[Recode] 25e. Yesterday, about how many servings of: dark green vegetables","numeric",,2207,0.80488020511007,,,"    0.0","    1","     33",1.65930360281195,1.7689713968278,,"▇▁▁▁▁","F4.1","13"
"Q25_SUGARSNACK","[Derived] Servings of cookies and candy","numeric",,1614,0.857307046238175,,,"    0.0","    1","     20",1.89971125090234,2.22950232331897,,"▇▁▁▁▁","F4.1","16"
"Q25_JUNKSNACK","[Derived] Servings of salty snacks, cookies and candy","numeric",,1007,0.910971620546371,,,"    0.0","    2","     30",2.89824340062112,3.00122201979598,,"▇▁▁▁▁","F4.1","15"
"Q25_FRUITVEG","[Derived] Servings of fruit and dark green vegetables","numeric",,1699,0.849792237644771,,,"    0.0","    2","     38",3.09397627965044,3.00801311179309,,"▇▁▁▁▁","F4.1","14"
"Q26_TOPCODE","[Recode] [Top code to 7] How many days per week (DPW) do you do moderate activities for at least 10 min at a time?","numeric",,1231,0.891167889664928,,,"    0.0","    3","      7",3.07738095238095,2.14949152281227,,"▇▅▇▃▃","F3.1","13"
"Q27_TOPCODE","[Recode] [Top code to 7] How many days per week (DPW) do you do vigorous activities for at least 10 min at a time?","numeric",,1210,0.893024489435063,,,"    0.0","    2","      7",2.67349767349767,2.15657400024534,,"▇▅▆▂▃","F1.0","13"
"BCI","Balance Calories Initiative (recode of Q31)","numeric","1. Yes,
2. No",2159,0.809123861727522,,,"    1.0","    2","      2",1.71536276223776,0.451266142801669,,"▃▁▁▁▇","F1.0","5"
"MIXIFY_INTERNET","[Derived] have you heard of Mixify or the Balance Calories Initiative (BCI): internet","numeric","0. Not selected,
1. Selected",8825,0.21978604897887,,,"    0.0","    0","      1",0.427594529364441,0.494829204640176,,"▇▁▁▁▆","F1.0","17"
"MIXIFY_STORE","[Derived] have you heard of Mixify or the Balance Calories Initiative (BCI): store","numeric","0. Not selected,
1. Selected",8825,0.21978604897887,,,"    0.0","    0","      1",0.439259855189059,0.496396770513342,,"▇▁▁▁▆","F1.0","14"
"MIXIFY_BILLBOARD","[Derived] have you heard of Mixify or the Balance Calories Initiative (BCI): billboard","numeric","0. Not selected,
1. Selected",8825,0.21978604897887,,,"    0.0","    0","      1",0.156074014481094,0.362998513048451,,"▇▁▁▁▂","F1.0","18"
"MIXIFY_BUS","[Derived] have you heard of Mixify or the Balance Calories Initiative (BCI): bus","numeric","0. Not selected,
1. Selected",8825,0.21978604897887,,,"    0.0","    0","      1",0.0470635559131134,0.211817433973878,,"▇▁▁▁▁","F1.0","12"
"STATE","[Derived] State","numeric","1. AL,
2. MI",5,0.999557952435682,,,"    1.0","    1","      2",1.4862904652397,0.499834118623321,,"▇▁▁▁▇","F1.0","7"
"LOCATION","[Derived] Location","numeric","1. Birmingham/S.Delta,
2. Montgomery/N.Delta",0,1,,,"    1.0","    1","      2",1.39908054106622,0.489731014571974,,"▇▁▁▁▅","F1.0","10"
"LOCATION_FOUR","[Derived] Location (four locations)","numeric","1. Birmingham,
2. S.Delta,
3. Montgomery,
4. N.Delta",0,1,,,"    1.0","    2","      4",2.28467863142074,1.09267049331878,,"▇▇▁▆▅","F1.0","15"
"LOCATION_TEN","County code","numeric","1. CO,
2. HU,
3. JE,
4. LE,
5. MO,
6. PA,
7. QU,
8. SH,
9. TU,
10. YA",0,1,,,"    1.0","    4","     10",3.66987887896738,1.55930020504348,,"▂▇▃▁▁","F2.0","14"
"Q26_RC","[Recode] How many days per week do you do moderate activities for at least 10 minutes at a time?","numeric",,1231,0.891167889664928,,,"    0.0","    3","      7",3.07738095238095,2.14949152281227,,"▇▅▇▃▃","F3.1",
"Q27_RC","[Recode] How many days per week do you do vigorous activities for at least 10 minutes at a time?","numeric",,1210,0.893024489435063,,,"    0.0","    2","      7",2.67349767349767,2.15657400024534,,"▇▅▆▂▃","F1.0",
"WEIGHT_POUNDS","[Recode] Respondent weight in pounds","numeric",,845,0.925293961630272,,,"   59.0","  175","    400",179.657271163768,44.3466943602859,,"▁▇▃▁▁","F3.0","15"
"HEIGHT_INCH","[Recode] Respondent height in inches","numeric",,907,0.919812571832729,,,"   36.0","   66","     78",66.3270857362553,4.72738424536023,,"▁▁▁▇▃","F2.0","13"
"BMI","[Derived] Body Mass Index","numeric",,1315,0.883741490584387,,,"   15.0","   27","     55",28.6321328531413,6.58429938504873,,"▃▇▃▁▁","F4.1","7"
"BMI_4CAT","[Derived] Adult Body Mass Index (BMI) (Centers for Disease Control (CDC) categories)","numeric","1. Underweight,
2. Normal/healthy,
3. Overweight,
4. Obese",1315,0.883741490584387,,,"    1.0","    3","      4",3.01830732292917,0.846831469514021,,"▁▇▁▇▇","F1.0","10"
"CHILD_U10","[Derived] Report having a child under age 10","numeric","1. Yes,
2. No,
3. No response",0,1,,,"    1.0","    2","      3",2.08478472283618,0.909022047688082,,"▆▁▃▁▇","F1.0","11"
"HOW_OFTEN_CHILD","[Recode] How often does your child usually drink sugary drinks?","numeric","1. Every day,
2. A few times a week,
3. Once a week,
4. Twice a month,
5. Once a month,
6. Less than once a month,
7. Never",4890,0.567677482097074,,,"    1.0","    2","      7",2.83538389658932,1.96871958874578,,"▇▂▁▁▂","F1.0","17"
"SUGAR_DRINKS_CHILD","[Recode] Yesterday, how many sugar drinks did your child drink?","numeric","0. None,
1. 1 can or less,
2. 2 cans,
3. 3 cans,
4. 4 +",4948,0.562549730350986,,,"    0.0","    1","      4",1.04856199905705,0.992109259675001,,"▇▇▅▁▁","F1.0","20"
"SUGAR_DRINKS_CHILD_ANY","[Recode] Yesterday, how many sugar drinks did your child drink? (Any)","numeric","1. None,
2. Some",4948,0.562549730350986,,,"    1.0","    2","      2",1.65409398082665,0.475700124639591,,"▅▁▁▁▇","F1.0","24"
"SUGAR_DRINKS_CHILD_2CANS","[Recode] Yesterday, how many sugar drinks did your child drink? (2 cans +)","numeric","1. < 2 cans,
2. 2 or more",4948,0.562549730350986,,,"    1.0","    1","      2",1.29357221436429,0.455434042617615,,"▇▁▁▁▃","F1.0","26"
"SUGAR_DRINKS_CHILD_3CANS","[Recode] Yesterday, how many sugar drinks did your child drink? (3 cans +)","numeric","1. < 3 cans,
2. 3 or more",4948,0.562549730350986,,,"    1.0","    1","      2",1.07873644507308,0.269348136983199,,"▇▁▁▁▁","F1.0","26"
"JUICE_DRINKS_CHILD","[Recode] yesterday, how much 100% juice did your child drink?","numeric","0. None,
1. 1 can or less,
2. 2 cans,
3. 3 cans,
4. 4 +",4921,0.564936787198303,,,"    0.0","    1","      4",1.51361502347418,1.15386313736286,,"▆▇▇▃▂","F1.0","20"
"JUICE_DRINKS_CHILD_ANY","[Recode] Yesterday, how much 100% juice did your child drink? (Any)","numeric","1. None,
2. Some",4921,0.564936787198303,,,"    1.0","    2","      2",1.78638497652582,0.409890153401295,,"▂▁▁▁▇","F1.0","24"
"JUICE_DRINKS_CHILD_2CANS","[Recode] Yesterday, how much 100% juice did your child drink? (2 cans +)","numeric","1. < 2 cans,
2. 2 or more",4921,0.564936787198303,,,"    1.0","    1","      2",1.46870109546166,0.499058468518051,,"▇▁▁▁▇","F1.0","26"
"TAP_WATER_CHILD","[Recode] Yesterday, how much tap water did your child drink?","numeric","1. None,
2. A few sips,
3. 1 cup,
4. 2 cups,
5. 3 cups,
6. 4 +",4924,0.564671558659712,,,"    1.0","    3","      6",2.94269610145608,1.68990604988196,,"▇▃▃▂▂","F1.0","17"
"TAP_WATER_CHILD_TOPCODE","[Recode] Yesterday, how much tap water did your child drink? (0 to 4)","numeric",,4924,0.564671558659712,,,"    0.0","    1","      4",1.31579771410678,1.31771851602681,,"▇▃▃▂▂","F3.1","25"
"TAP_WATER_CHILD_ANY","[Recode] Yesterday, how much tap water did your child drink? (Any)","numeric","1. None,
2. Some",4924,0.564671558659712,,,"    1.0","    2","      2",1.6912478471896,0.462014806682408,,"▃▁▁▁▇","F1.0","21"
"TAP_WATER_CHILD_2CUPS","[Recode] Yesterday, how much tap water did your child drink? (2 cups +)","numeric","1. < 2 cups,
2. 2 or more",4924,0.564671558659712,,,"    1.0","    1","      2",1.3860967590418,0.486891331009466,,"▇▁▁▁▅","F1.0","23"
"BOTTLED_WATER_CHILD","[Recode] Yesterday, how much bottled water did your child drink?","numeric","1. None,
2. Less than 1 bottle,
3. 1 bottle,
4. 2 bottles,
5. 3 bottles,
6. 4 +",4947,0.562638139863849,,,"    1.0","    3","      6",3.23302954116908,1.56002117548533,,"▇▆▆▃▂","F1.0","21"
"BOTTLED_WATER_CHILD_TOPCODE","[Recode] Yesterday, how much bottled water did your child drink? (0 to 4)","numeric",,4947,0.562638139863849,,,"    0.0","    1","      4",1.49402891263356,1.24729933613684,,"▇▆▆▃▂","F3.1","29"
"BOTTLED_WATER_CHILD_ANY","[Recode] Yesterday, how much bottled water did your child drink? (Any)","numeric","1. None,
2. Some",4947,0.562638139863849,,,"    1.0","    2","      2",1.80232558139535,0.398276497002581,,"▂▁▁▁▇","F1.0","25"
"BOTTLED_WATER_CHILD_2","[Recode] Yesterday, how much bottled water did your child drink? (2 cups +)","numeric","1. < 2 bottle,
2. 2 or more",4947,0.562638139863849,,,"    1.0","    1","      2",1.44531741043369,0.497039871749008,,"▇▁▁▁▆","F1.0","23"
"WATER_CONSUMPTION_CHILD","[Derived] Estimate of child tap and bottled water consumed yesterday","numeric",,4856,0.570683405534436,,,"    0.0","    2","      8",2.77490317583269,2.06325948781314,,"▇▇▃▂▂","F3.1","25"
"WEIGHT_POUNDS_CHILD","[Recode] Respondent child weight in pounds","numeric",,7847,0.306250552559455,,,"   57.0","   96","    400",106.568418013857,44.7363947409527,,"▇▂▁▁▁","F3.0","21"
"HEIGHT_INCH_CHILD","[Recode] Respondent child height in inches","numeric",,5638,0.501547166475113,,,"   12.0","   49","     92",48.6959280803808,14.1723752177317,,"▂▆▇▅▁","F2.0","19"
"BMI_CHILD","[Derived] Respondent child Body Mass Index","numeric",,8105,0.283440898240651,,,"    5.8","   22","     55",23.7496880848409,7.86992764980282,,"▂▇▃▁▁","F4.1","11"
"SUGAR_BEV_4_EVERYDAY","[Derived] Estimate consumed 4 or more sugary beverages every day","numeric","0. No,
1. Yes",330,0.970824860755017,,,"    0.0","    0","      1",0.158455514069757,0.365184212007212,,"▇▁▁▁▂","F1.0","22"
"SUGAR_BEV_4_EVERYDAY_CHILD","[Derived] Estimate consumed 4 or more sugary beverages every day (child)","numeric","0. No,
1. Yes",5006,0.557421978604898,,,"    0.0","    0","      1",0.0153846153846154,0.123086684501618,,"▇▁▁▁▁","F1.0","28"
"HEAVY_SSB_CHILD","[Derived] Indicator if consume 3 or more Sugar Sweetened Beverages (SSB)","numeric","0. No,
1. Yes",4948,0.562549730350986,,,"    0.0","    0","      1",0.0787364450730787,0.269348136983199,,"▇▁▁▁▁","F1.0","17"
