"name","label","data_type","value_labels","n_missing","complete_rate","n_unique","empty","min","median","max","mean","sd","whitespace","hist","format.spss","display_width"
"TAP_WATER_2CUPS","[Recode] Yesterday, how much tap water did you drink? (2 cups +)?","numeric","1. < 2 cups,
2. 2 or more",49,0.985838150289017,,,"    1","    1.0","     2",1.36822046320727,0.482392345339488,,"▇▁▁▁▅","F1.0","17"
"BOTTLED_WATER","[Recode] Yesterday, how much bottled water did you drink?","numeric","1. None,
2. Less than 1 bottle,
3. 1 bottle,
4. 2 bottles,
5. 3 bottles,
6. 4 +",35,0.989884393063584,,,"    1","    4.0","     6",3.38452554744526,1.52993683956725,,"▇▆▇▃▃","F1.0","15"
"BOTTLED_WATER_TOPCODE","[Recode] Yesterday, how much bottled water did you drink? (0 to 4)","numeric",,35,0.989884393063584,,,"    0","    2.0","     4",1.60948905109489,1.23400296574297,,"▇▆▇▃▃","F3.1","23"
"BOTTLED_WATER_ANY","[Recode] Yesterday, how much bottled water did you drink? (any)?","numeric","1. None,
2. Some",35,0.989884393063584,,,"    1","    2.0","     2",1.82890510948905,0.376646848867547,,"▂▁▁▁▇","F1.0","19"
"BOTTLED_WATER_2","[Recode] Yesterday, how much bottled water did you drink? (2 cups +)?","numeric","1. < 2 bottle,
2. 2 or more",35,0.989884393063584,,,"    1","    2.0","     2",1.50160583941606,0.500070429585004,,"▇▁▁▁▇","F1.0","17"
"WATER_CONSUMPTION","[Derived] Estimate of tap and bottled water consumed yesterday","numeric",,16,0.995375722543353,,,"    0","    2.5","     8",2.85873983739837,1.97696044979864,,"▇▇▃▃▂","F3.1","19"
"HOW_OFTEN","[Recode] How often do you usually drink sugary drinks?","numeric","1. Every day,
2. A few times a week,
3. Once a week,
4. Twice a month,
5. Once a month,
6. Less than once a month,
7. Never",59,0.982947976878613,,,"    1","    2.0","     7",2.17377241987651,1.62211739800112,,"▇▁▁▁▁","F1.0","11"
"WHERE_HOME","[Derived] In the past week, where have you gotten sugary drinks: home","numeric","0. Not selected,
1. Selected",77,0.977745664739884,,,"    0","    1.0","     1",0.528524977830328,0.499259457403692,,"▇▁▁▁▇","F1.0","12"
"WHERE_SCHOOL","[Derived] In the past week, where have you gotten sugary drinks: school","numeric","0. Not selected,
1. Selected",77,0.977745664739884,,,"    0","    0.0","     1",0.318356488323973,0.465907501065509,,"▇▁▁▁▃","F1.0","14"
"WHERE_RESTAURANT","[Derived] In the past week, where have you gotten sugary drinks: restaurant","numeric","0. Not selected,
1. Selected",77,0.977745664739884,,,"    0","    0.0","     1",0.226426248891516,0.418579972974826,,"▇▁▁▁▂","F1.0","18"
"WHERE_STORE","[Derived] In the past week, where have you gotten sugary drinks: store","numeric","0. Not selected,
1. Selected",77,0.977745664739884,,,"    0","    0.0","     1",0.329589122080993,0.470133456422672,,"▇▁▁▁▃","F1.0","13"
"WHERE_OTHER","[Derived] In the past week, where have you gotten sugary drinks: somewhere else","numeric","0. Not selected,
1. Selected",77,0.977745664739884,,,"    0","    0.0","     1",0.0603015075376884,0.238079798964215,,"▇▁▁▁▁","F1.0","13"
"WHERE_NO","[Derived] In the past week, where have you gotten sugary drinks: I did not","numeric","0. Not selected,
1. Selected",77,0.977745664739884,,,"    0","    0.0","     1",0.080697605675436,0.272410421070067,,"▇▁▁▁▁","F1.0","10"
"WHERE_NOT_HOME","[Derived] Where have you gotten sugary drinks (home vs not home)","numeric","1. I did not drink soda,
2. Only at home,
3. Got away from home",77,0.977745664739884,,,"    1","    3.0","     3",2.57286432160804,0.631751281802438,,"▁▁▃▁▇","F1.0","16"
"LARGE_PORTION","[Recode] How important is a large portion?","numeric","1. Not at all Important,
3. Somewhat Important,
5. Very Important",89,0.974277456647399,,,"    1","    3.0","     5",2.98516760605162,1.31902967441559,,"▅▃▇▃▅","F1.0","15"
"LOW_PRICE","[Recode] How important a low price?","numeric","1. Not at all Important,
3. Somewhat Important,
5. Very Important",90,0.973988439306358,,,"    1","    3.0","     5",3.24243323442137,1.40842270323077,,"▅▅▇▃▇","F1.0","11"
"LOW_CALORIE","[Recode] How important is it that the beverage is low in calories?","numeric","1. Not at all Important,
3. Somewhat Important,
5. Very Important",97,0.971965317919075,,,"    1","    3.0","     5",2.95391019922688,1.40343083496505,,"▆▅▇▅▆","F1.0","13"
"HEALTH_TAP_WATER","[Recode] Do you believe drinking tap water is healthy?","numeric","1. Bad for health,
4. Neither,
7. Good for health",126,0.963583815028902,,,"    1","    5.0","     7",4.66436712657469,2.05879865688272,,"▃▂▅▂▇","F1.0","18"
"HEALTH_BOTTLED_WATER","[Recode] Do you believe drinking bottled water is healthy?","numeric","1. Bad for health,
4. Neither,
7. Good for health",135,0.960982658959538,,,"    1","    7.0","     7",5.90977443609023,1.52682909294705,,"▁▁▂▁▇","F1.0","22"
"Q22A_RECODE","[Recode] 22A. Yesterday, about how many servings of: salty snacks","numeric",,433,0.87485549132948,,,"    0","    1.0","    18",1.47786587380244,1.51245293618853,,"▇▁▁▁▁","F4.1","13"
"Q22B_RECODE","[Recode] 22B. Yesterday, about how many servings of: cookies","numeric",,469,0.864450867052023,,,"    0","    1.0","    13",1.27214978268138,1.48638976744606,,"▇▂▁▁▁","F4.1","13"
"Q22C_RECODE","[Recode] 22C. Yesterday, about how many servings of: candy","numeric",,458,0.867630057803468,,,"    0","    1.0","    18",1.31678880746169,1.54567619821598,,"▇▁▁▁▁","F2.0","13"
"Q22D_RECODE","[Recode] 22D. Yesterday, about how many servings of: fruit","numeric",,475,0.86271676300578,,,"    0","    1.0","    13",1.55564489112228,1.55286289524947,,"▇▂▁▁▁","F4.1","13"
"Q22E_RECODE","[Recode] 22E. Yesterday, about how many servings of: dark green vegetables","numeric",,514,0.851445086705202,,,"    0","    1.0","    27",1.46564833672777,1.72024434751881,,"▇▁▁▁▁","F4.1","13"
"Q22_RECODE","Q22_RECODE","numeric",,3460,0,,,"   NA","     NA","    NA",,,," ","F1.0","12"
"Q22_SUGARSNACK","[Derived] servings of cookies and candy","numeric",,336,0.902890173410405,,,"    0","    2.0","    24",2.48335467349552,2.58815959837009,,"▇▂▁▁▁","F4.1","16"
"Q22_JUNKSNACK","[Derived] servings of salty snacks, cookies and candy","numeric",,213,0.938439306358381,,,"    0","    3.0","    33",3.76701570680628,3.46514629895129,,"▇▁▁▁▁","F4.1","15"
"Q22_FRUITVEG","[Derived] servings of fruit and dark green vegetables","numeric",,384,0.889017341040463,,,"    0","    2.0","    28",2.91332899869961,2.81734197000511,,"▇▁▁▁▁","F15.12","18"
"Q23_TOPCODE","[Recode] [top code to 7] Past 7 days (P7D), on how many days were you physically active for a total of at least 60 min per day?","numeric",,499,0.855780346820809,,,"    0","    3.0","     7",3.38939547450186,2.16233318509067,,"▆▅▇▆▅","F1.0","13"
"Q24_TOPCODE","[Recode] [top code to 7] Past 7 days (P7D), on how many days did you do exercise to strengthen or tone your muscles?","numeric",,380,0.890173410404624,,,"    0","    3.0","     7",3.08149350649351,2.22919780958704,,"▇▃▇▅▅","F1.0","13"
"BCI","Balance Calories Initiative (recode of Q27)","numeric","1. Yes,
2. No",539,0.844219653179191,,,"    1","    2.0","     2",1.67545361177679,0.468285280675568,,"▃▁▁▁▇","F1.0","5"
"MIXIFY_INTERNET","[Derived] Have you heard of Mixify or Balance Calories Initiative (BCI): internet","numeric","0. Not selected,
1. Selected",2548,0.263583815028902,,,"    0","    0.0","     1",0.490131578947368,0.500176899782786,,"▇▁▁▁▇","F1.0","17"
"MIXIFY_STORE","[Derived] Have you heard of Mixify or Balance Calories Initiative (BCI): store","numeric","0. Not selected,
1. Selected",2548,0.263583815028902,,,"    0","    0.0","     1",0.370614035087719,0.483234228488899,,"▇▁▁▁▅","F1.0","14"
"MIXIFY_BILLBOARD","[Derived] Have you heard of Mixify or Balance Calories Initiative (BCI): billboard","numeric","0. Not selected,
1. Selected",2548,0.263583815028902,,,"    0","    0.0","     1",0.167763157894737,0.37386085573842,,"▇▁▁▁▂","F1.0","18"
"MIXIFY_BUS","[Derived] Have you heard of Mixify or Balance Calories Initiative (BCI): bus","numeric","0. Not selected,
1. Selected",2548,0.263583815028902,,,"    0","    0.0","     1",0.0394736842105263,0.194825902096705,,"▇▁▁▁▁","F1.0","12"
"STATE","[Derived] State","numeric","1. AL,
2. MI",0,1,,,"    1","    2.0","     2",1.65520231213873,0.475370964341018,,"▅▁▁▁▇","F1.0","7"
"LOCATION_FOUR","[Derived] Location (four locations)","numeric","1. Birmingham,
2. S.Delta,
3. Montgomery,
4. N.Delta",0,1,,,"    1","    2.0","     4",2.49306358381503,1.13358076725328,,"▅▇▁▃▆","F1.0","15"
"LOCATION","[Derived] Location","numeric","1. Birmingham/S.Delta,
2. Montgomery/N.Delta",0,1,,,"    1","    1.0","     2",1.41907514450867,0.493479026620678,,"▇▁▁▁▆","F1.0","10"
"STORE_ID","Store ID (cleaned)","character",,0,1,46,0,"5",,"5",,,0,,"A5","10"
"LOCATION_TEN","County code","numeric","1. CO,
2. HU,
3. JE,
4. LE,
5. MO,
6. PA,
7. QU,
8. SH,
9. TU,
10. YA",0,1,,,"    1","    4.0","    10",3.7364161849711,2.03280493710387,,"▃▇▃▁▁","F2.0","14"
"WEIGHT_POUNDS","[Recode] Respondent weight in pounds","numeric",,434,0.874566473988439,,,"   57","  121.0","   398",128.37111698612,40.1716821260272,,"▇▅▁▁▁","F3.0","15"
"HEIGHT_INCH","[Recode] Respondent full height in inches","numeric",,365,0.894508670520231,,,"   36","   63.0","    78",61.324394184168,7.31439832323849,,"▁▂▅▇▂","F2.0","13"
"BMI_ADOLESCENT","[Derived] Body Mass Index","numeric",,700,0.797687861271676,,,"   15","   22.7","    54",24.0389492753623,5.95308049961559,,"▇▆▂▁▁","F4.1","16"
"BMI_4CAT","[Derived] Adolescent Body Mass Index (BMI) (Centers for Disease Control and Prevention (CDC) categories)","numeric","1. Underweight,
2. Normal/healthy,
3. Overweight,
4. Obese",700,0.797687861271676,,,"    1","    2.0","     4",2.34492753623188,0.871112029117597,,"▂▇▁▃▂","F1.0","10"
"SUGAR_BEV_4_EVERYDAY","[Derived] Estimate consumed 4 or more sugary beverages every day","numeric","0. No,
1. Yes",60,0.982658959537572,,,"    0","    0.0","     1",0.188823529411765,0.391425940852169,,"▇▁▁▁▂","F1.0","22"
"AGEMOS","Adolescents age in months (note age was asked in years, not months)","numeric",,108,0.96878612716763,,,"  120","  168.0","   204",162.733890214797,28.1386484444296,,"▇▃▆▅▇","F3.0",
"SEX","Adolescent sex (1/male 2/female)","numeric","1. Male,
2. Female",58,0.983236994219653,,,"    1","    2.0","     2",1.57231040564374,0.494816304903987,,"▆▁▁▁▇","F1.0","5"
"HEIGHT","Height in centimeters (cm).","numeric",,365,0.894508670520231,,,"   91","  160.0","   198",155.763961227789,18.5785717410261,,"▁▂▅▇▂","F15.11","18"
"WEIGHT","Weight kilograms (kg)","numeric",,434,0.874566473988439,,,"   26","   54.9","   181",58.2281591932844,18.2215685024313,,"▇▅▁▁▁","F15.11","18"
"HEADCIR","Head circumference (cm)","numeric",,3460,0,,,"   NA","     NA","    NA",,,," ","F1.0","9"
